HCODE,DOCTYP,TAKER,DST,TRIA,DIRORG,DECAL,DSUNT,NOTES,SEDAT,EXTP,DEPN,COMIT,DSIZE,PORCS,DAREA
1020904A,變更內容對照表,邱景昆,宜蘭縣,-,行政院國家科學委員會,,,本書件為定稿本,1020101,審核修正通過,科學工業園區管理局,-,0,辦理結案,0
1020894A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020884A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020874A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020864A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020854A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020843A,變更內容對照表,羅毓秀,臺灣地區,1020712,經濟部工業局,,,本書件為修訂本,1021111,審核修正通過,台灣塑膠股份有限公司等13間公司,-,0,辦理結案,0
1020834A,變更內容對照表,邱景昆,桃園縣,1020710,經濟部,,,本書件為定稿本,1020101,審核修正通過,東源物流事業股份有限公司,1020731,0,辦理結案,0
1020824A,變更內容對照表,邱景昆,花蓮縣,1020704,經濟部能源局,,,本書件為定稿本,1020101,審查中,和平電力股份有限公司,1021018,0,審查中,0
1020804A,變更內容對照表,邱景昆,臺東縣,1020701,交通部觀光局,,,本書件為定稿本,1020621,審核修正通過,交通部觀光局,1020731,0,辦理結案,0
1020797A,變更內容對照表,邱景昆,臺東縣,1020701,交通部觀光局,,,本書件為定稿本,1020621,審核修正通過,交通部觀光局,1020731,0,辦理結案,0
1020784A,變更內容對照表,邱景昆,臺東縣,1020701,交通部觀光局,,,本書件為定稿本,1020621,審核修正通過,交通部觀光局,1020731,0,辦理結案,0
1020774A,變更內容對照表,邱景昆,臺東縣,1020701,交通部觀光局,,,本書件為定稿本,1020621,審核修正通過,交通部觀光局,1020731,0,辦理結案,0
1020763A,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021218,審核修正通過,遠雄建設事業股份有限公司,-,0,完成審查,0
1020761B,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021218,審核修正通過,遠雄建設事業股份有限公司,-,0,完成審查,0
1020754B,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021218,審核修正通過,遠雄建設事業股份有限公司,-,0,完成審查,0
1020753A,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021218,審核修正通過,遠雄建設事業股份有限公司,-,0,完成審查,0
1020744A,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021218,審核修正通過,遠雄建設事業股份有限公司,-,0,完成審查,0
1020744B,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020734A,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020734B,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020724A,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020724B,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020714A,差異分析報告,楊智凱,臺灣本島,1020724,交通部,,,,1020523,審核修正通過,交通部高速鐵路工程局、台灣高速鐵路股份有限公司,1020830,0,辦理結案,0
1020713B,差異分析報告,張同婉,金門縣,1030418,交通部,,,本書件為修正本,1020524,審查中,金門縣政府,-,0,預備提會,0
1020693A,變更內容對照表,顏佳慧,新北市,-,,,,,,審查中,鄭余哲,-,,,
1020703B,變更內容對照表,邱景昆,南投縣,1021205,教育部,,,本書件為修訂本,1020604,審查中,財團法人南投縣私立普台高級中學,1030416,0,審查中,0
1020691B,變更內容對照表,邱景昆,南投縣,1021205,教育部,,,本書件為修訂本,1020604,審查中,財團法人南投縣私立普台高級中學,1030416,0,審查中,0
1020683A,說明書,顏佳慧,新北市,-,,,,,,審查中,廣春成建設股份有限公司,-,,,
1020681B,變更內容對照表,顏佳慧,新北市,-,,,,,,審查中,長豐工程顧問股份有限公司,-,,,
1020674B,變更內容對照表,顏佳慧,新北市,-,,,,,,審查中,長豐工程顧問股份有限公司,-,,,
1020671A,變更內容對照表,顏佳慧,新北市,-,,,,,,審查中,長豐工程顧問股份有限公司,-,,,
1020655A,變更內容對照表,顏佳慧,新北市,-,,,,,,審查中,長豐工程顧問股份有限公司,-,,,
1020703A,說明書,顏佳慧,新北市,-,,,,,,審查中,家欣建設事業股份有限公司,-,,,
1020644A,說明書,楊智凱,屏東縣,1021016,客家委員會,文教建設之開發,平方公尺,,1020517,通過環境影響評估審查,客家委員會客家文化發展中心,1021127,63943.27,辦理結案,6.394327
1020634B,說明書,楊智凱,屏東縣,1021016,客家委員會,文教建設之開發,平方公尺,,1020517,通過環境影響評估審查,客家委員會客家文化發展中心,1021127,63943.27,辦理結案,6.394327
1020634A,差異分析報告,楊智凱,新北市,1021121,交通部,,,,1020426,審核修正通過,交通部臺灣區國道高速公路局,1030127,0,辦理結案,0
1020643B,變更內容對照表,邱景昆,澎湖縣,1020620,經濟部,,,本書件為定稿本,1020531,審核修正通過,台灣電力股份有限公司,1020731,0,辦理結案,0
1020624B,變更內容對照表,邱景昆,澎湖縣,1020620,經濟部,,,本書件為定稿本,1020531,審核修正通過,台灣電力股份有限公司,1020731,0,辦理結案,0
1020661B,變更內容對照表,邱景昆,臺南市,1020531,經濟部,,,本書件為定稿本,1020523,審核修正通過,臺南市政府,1020830,0,辦理結案,0
1020651B,說明書,顏佳慧,新北市,-,,,,,,審查中,萬金休憩股份有限公司,-,,,
1020661A,說明書,顏佳慧,新北市,-,,,,,,審查中,萬金休憩股份有限公司,-,,,
1020623A,差異分析報告,顏佳慧,新北市,-,,,,,,審查中,山圓建設股份有限公司,-,,,
1020614A,差異分析報告,楊智凱,新北市,1020614,經濟部,,,本書件為初稿本,,審查中,台灣電力股份有限公司,-,0,補正後再審,0
1020614B,差異分析報告,楊智凱,新北市,1020614,經濟部,,,本書件為初稿本,,審查中,台灣電力股份有限公司,-,0,補正後再審,0
1020604A,差異分析報告,楊智凱,新北市,1020614,經濟部,,,本書件為初稿本,,審查中,台灣電力股份有限公司,-,0,補正後再審,0
1020603B,變更內容對照表,邱景昆,基隆市,1020530,交通部,,,本書件為定稿本,1020520,審核修正通過,臺灣港務股份有限公司基隆港務分公司,1020830,0,辦理結案,0
1020594B,變更內容對照表,邱景昆,基隆市,1020530,交通部,,,本書件為定稿本,1020520,審核修正通過,臺灣港務股份有限公司基隆港務分公司,1020830,0,辦理結案,0
1020593A,變更內容對照表,邱景昆,基隆市,1020530,交通部,,,本書件為定稿本,1020520,審核修正通過,臺灣港務股份有限公司基隆港務分公司,1020830,0,辦理結案,0
1020584A,變更內容對照表,邱景昆,基隆市,1020530,交通部,,,本書件為定稿本,1020520,審核修正通過,臺灣港務股份有限公司基隆港務分公司,1020830,0,辦理結案,0
1020581B,說明書,黃亭蓉,新北市,-,,,,,,審查中,皇翔建設股份有限公司,-,,補正後再審,
1020574A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,1021103,審核修正通過,麗寶建設股份有限公司,-,0,完成審查,0
1020573B,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,1021103,審核修正通過,麗寶建設股份有限公司,-,0,完成審查,0
1020563A,差異分析報告,陳茂銓,新北市,-,新北市政府,,,,1021221,審核修正通過,美聯開發股份有限公司,-,0,完成審查,0
1020561B,變更內容對照表,邱景昆,新北市,1020530,經濟部,,,本書件為定稿本,1020425,審核修正通過,台灣電力股份有限公司,1020918,0,辦理結案,0
1020554A,變更內容對照表,邱景昆,新北市,1020530,經濟部,,,本書件為定稿本,1020425,審核修正通過,台灣電力股份有限公司,1020918,0,辦理結案,0
1020551B,變更內容對照表,邱景昆,花蓮縣,-,交通部,,,"不繼續實施,本書件為定稿本",1020425,審核修正通過,交通部臺灣區國道新建工程局,1020603,0,辦理結案,0
1020544A,說明書,曾韻璇,新北市,-,,,,,,審查中,新北市政府工務局,-,,補正後再審,
1020544B,說明書,曾韻璇,新北市,-,,,,,,審查中,新北市政府工務局,-,,補正後再審,
1020533B,變更內容對照表,藍文農,新北市,-,新北市政府,,,,1021021,審核修正通過,金寶座建設有限公司,-,0,完成審查,0
1020524A,其他 (評估書+對照表),張同婉,臺南市,1030226,經濟部,,,本書件為修訂本,1020424,審查中,臺南市政府,1020619,0,補正後再審,0
1020524B,其他 (評估書+對照表),張同婉,臺南市,1030226,經濟部,,,本書件為修訂本,1020424,審查中,臺南市政府,1020619,0,補正後再審,0
1020514A,其他 (評估書+對照表),張同婉,臺南市,1030226,經濟部,,,本書件為修訂本,1020424,審查中,臺南市政府,1020619,0,補正後再審,0
1020513B,變更內容對照表,周韋儒,桃園縣,-,桃園縣政府,,,,1020318,審核修正通過,中華映管股份有限公司,1020318,0,辦理結案,0
1020504A,變更內容對照表,周韋儒,桃園縣,-,桃園縣政府,,,,1020318,審核修正通過,中華映管股份有限公司,1020318,0,辦理結案,0
1020501B,變更內容對照表,周韋儒,桃園縣,-,桃園縣政府,,,,1020318,審核修正通過,中華映管股份有限公司,1020318,0,辦理結案,0
1020494A,變更內容對照表,周韋儒,桃園縣,-,桃園縣政府,,,,1020318,審核修正通過,中華映管股份有限公司,1020318,0,辦理結案,0
1020491B,差異分析報告,周復仁,高雄市,-,高雄市政府工務局,,,,1020426,審核修正通過,中欣開發股份有限公司,1020717,0,辦理結案,0
1020484A,差異分析報告,張同婉,宜蘭縣,1021202,行政院國家科學委員會,,,本書件為確認本,1020424,審核修正通過,科學工業園區管理局,1030127,0,完成審查,0
1020484B,差異分析報告,張同婉,宜蘭縣,1021202,行政院國家科學委員會,,,本書件為確認本,1020424,審核修正通過,科學工業園區管理局,1030127,0,完成審查,0
1020478A,差異分析報告,藍文農,新北市,-,新北市政府,,,,1021111,審核修正通過,元興建設股份有限公司,-,0,完成審查,0
1020474D,,,,,,,,,,,,,,,
1020461X,,,,,,,,,,,,,,,
1020424A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,1021010,審核修正通過,鵬程建設股份有限公司,-,0,完成審查,0
1020453A,變更內容對照表,王智弘,高雄市,-,高雄市經發局,,,,1020227,審核修正通過,油機工業股份有限公司,1020506,0,辦理結案,0
1020463B,說明書,陳茂銓,新北市,-,新北市政府,舊市區更新,平方公尺,,1020910,審查中,新普建設股份有限公司,-,3003.82,補正後再審,3003.82
1020451X,說明書,周復仁,高雄市,-,高雄市政府工務局,高樓建築,公頃,,1021127,審查中,遠雄建設事業股份有限公司,-,0.465,初審中,0.465
1020441D,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,1021010,審核修正通過,鵬程建設股份有限公司,-,0,完成審查,0
1020463A,差異分析報告,蔡秀美,高雄市,-,高雄市環保局,,,,1010704,審核修正通過,高雄市政府環境保護局,1011225,0,辦理結案,0
1020441X,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,1020909,審核修正通過,皇翔建設股份有限公司,-,0,完成審查,0
1020434B,變更內容對照表,邱景昆,新竹縣,1021225,交通部,,,本書件為修訂本,1020429,審查中,交通部高速鐵路工程局、內政部中部辦公室、新竹縣政府,1030312,0,審查中,0
1020434X,變更內容對照表,邱景昆,新竹縣,1021225,交通部,,,本書件為修訂本,1020429,審查中,交通部高速鐵路工程局、內政部中部辦公室、新竹縣政府,1030312,0,審查中,0
1020434A,差異分析報告,蔡秀美,高雄市,-,高雄市政府環保局,,,,1010704,審核修正通過,高雄市政府環境保護局,1011225,0,辦理結案,0
1020424B,差異分析報告,蔡秀美,高雄市,-,高雄市政府環保局,,,,1010704,審核修正通過,高雄市政府環境保護局,1011225,0,辦理結案,0
1020428D,差異分析報告,蔡秀美,高雄市,-,高雄市政府環保局,,,,1010704,審核修正通過,高雄市政府環境保護局,1011225,0,辦理結案,0
1020423X,差異分析報告,蔡秀美,高雄市,-,高雄市政府環保局,,,,1010704,審核修正通過,高雄市政府環境保護局,1011225,0,辦理結案,0
1020414A,說明書,顏佳慧,新北市,-,新北市政府,高樓建築,平方公尺,,1020809,審查中,森聯國際股份有限公司,-,2336.78,補正後再審,2336.78
1020414B,說明書,顏佳慧,新北市,-,新北市政府,高樓建築,平方公尺,,1020809,審查中,森聯國際股份有限公司,-,2336.78,補正後再審,2336.78
1020413X,說明書,周韋儒,桃園縣,-,桃園縣政府,新市區建設,公頃,,1021218,應繼續進行第二階段環境影響評估,冠德建設股份有限公司,-,16843.77,預備提會,1.684377
1020404A,說明書,周韋儒,桃園縣,-,桃園縣政府,新市區建設,公頃,,1021218,應繼續進行第二階段環境影響評估,冠德建設股份有限公司,-,16843.77,預備提會,1.684377
1020403X,變更內容對照表,周韋儒,桃園縣,-,桃園縣政府,,,,1021218,審核修正通過,昱筌實業股份有限公司,-,0,預備提會,0
1020401B,說明書,蔡秀美,高雄市,-,高雄市政府工務局,高樓建築,公頃,,1021122,審查中,興富發建設股份有限公司,-,0.158,初審中,0.158
1020401D,說明書,蔡秀美,高雄市,-,高雄市政府工務局,高樓建築,公頃,,1021122,審查中,興富發建設股份有限公司,-,0.158,初審中,0.158
1020393A,說明書,蔡秀美,高雄市,-,高雄市政府工務局,高樓建築,公頃,,1021122,審查中,興富發建設股份有限公司,-,0.158,初審中,0.158
1020393X,說明書,蔡秀美,高雄市,-,高雄市政府工務局,高樓建築,公頃,,1021122,審查中,興富發建設股份有限公司,-,0.158,初審中,0.158
1020391B,說明書,周韋儒,桃園縣,-,桃園縣政府,工廠之設立,公頃,,1021217,應繼續進行第二階段環境影響評估,正隆股份有限公司,-,7.97,預備提會,7.97
