Id,DevCategory,Taker,SendDate,Area,Region,Agency,ExamineDate,CommitteeDate,ExamineStatus,Status,DocType,DevUnit,Notes,Unit,Size
0810151A,港灣之開發,-,,216.7501,高雄市,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油公司高雄煉油總廠,,公頃,216.7501
0810154A,,謝耀增,,0,高雄市,交通部,-,-,審核修正通過,辦理結案,變更內容對照表,中國石油股份有限公司,本書件為定稿本,,0
0810161A,港灣之開發,,,52.3,澎湖縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部觀光局,,公頃,52.3
0810181A,港灣之開發,,,,臺中縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣塑膠、南亞塑膠、台灣化學纖維、台塑石化、台塑重工,,,
0810191A,新市區建設,,,1025,新竹市,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,台灣省政府建設廳,,公頃,1025
0810201A,人工島嶼之興建或擴建工程,,,,基隆市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國造船廠基隆總廠,,平方公尺,45000
0810211A,其他開發行為,,,11.6815,苗栗縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,黃頌釗,,公頃,11.6815
0810252A,新市區建設,徐淑芷,,16.1839,新竹縣,內政部營建署,0811008,-,有條件通過環境影響評估,辦理結案,評估報告書,晶丞建設有限公司,,公頃,16.1839
0810262A,新市區建設,,,14.2517,高雄市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,姚武年,,公頃,14.2517
0810272A,新市區建設,,,15.3051,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,華邦家園社區開發委員會,,公頃,15.3051
0810281A,新市區建設,,,10.15,新北市,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,陳政輝、陳政憲、陳李玉芬、李財源,,公頃,10.15
0810292A,新市區建設,,,45.616,新竹縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,名佳育樂股份有限公司,,公頃,45.616
0810302A,觀光(休閒)飯店、旅(賓)館,,,53.4663,新北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,天工開發股份有限公司,,公頃,53.4663
0810311A,展覽會、博覽會或展示會場興建工程,孫維謙,,97,屏東縣,教育部,-,-,有條件通過環境影響評估,辦理結案,說明書,國立海洋生物博物館籌備處,,公頃,97
0810318A,,,,0,屏東縣,教育部,-,-,審核修正通過,辦理結案,其他,國立國立海洋生物博物館籌備處,本書件為定稿本,,0
0810322A,觀光(休閒)飯店、旅(賓)館,,,0,屏東縣,交通部觀光局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,耕頂,,平方公尺,61651
0810328A,,俞振海,,0,屏東縣,交通部觀光局,-,-,審核修正通過,辦理結案,其他,耕頂興業股份有限公司,,,0
0810332A,文教建設之開發,,,10.5639,新竹縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,私立明新工業專科學校,,公頃,10.5639
0810342A,新市區建設,,,85.5765,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,陳威伸,,公頃,85.5765
0810351A,核能及其他能源之開發,詹淑然,,97,高雄市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,公頃,97
0810361A,環境保護工程之興建,,,0,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,平方公尺,3400
0810381A,環境保護工程之興建,,,5.3,新竹縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,行政院環保署,,公頃,5.3
0810391A,環境保護工程之興建,蔡蓬培,,0,南投縣,行政院環境保護署,-,-,退件/撤銷,補正後再審,說明書,玄國環保股份有限公司,,公噸,18250
0810412A,園區之開發,,,246,雲林縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,公頃,246
0810422A,殯儀館、骨灰(骸)存放設施,,,0.75,新北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,溫慈惠,,公頃,0.75
0810431A,防洪排水工程之開發,-,0810101,0,新北市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,承辦人及繳費日期僅供參考,公頃,0
0810434A,,,,,,,,,,,,,,,
0810441A,,,,,,,,,,,,,,,
0810452A,,,,,,,,,,,,,,,
0810461A,文教建設之開發,,,0,新竹縣,教育部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,私立明新工商專校,,平方公尺,104228
0810472A,環境保護工程之興建,,,10.6,臺北市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台北市政府環境保護局,,公頃,10.6
0810473A,,邱景昆,,0,臺北市,行政院環境保護署,-,-,審核修正通過,辦理結案,差異分析報告,台北市政府環境保護局,本書件為定稿本,,0
0810482A,新市區建設,謝志男,,10.1838,新北市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,游林錦華,,公頃,10.1838
0810491A,工廠之設立,,,,臺北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中華民國公共電視台籌備委員會,,平方公尺,1060
0810501A,觀光(休閒)飯店、旅(賓)館,,,534663,新北市,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,天工開發股份有限公司,,公頃,534663
0810512A,工廠之設立,何俊明,,0,高雄市,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,中國鋼鐵股份有限公司,,公噸,2402000
0810518A,,黃雅絢,,0,高雄市,經濟部工業局,-,-,審核修正通過,辦理結案,其他,中國鋼鐵股份有限公司,本書件為定稿本,,0
0810522A,新市區建設,,,25.1267,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,華邦電子股份有限公司,,公頃,25.1267
0810532A,新市區建設,,,12.9272,高雄市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,姚武年,,公頃,12.9272
0810542A,觀光(休閒)飯店、旅(賓)館,謝志男,,0,屏東縣,交通部觀光局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,海口大飯店股份有限公司,,平方公尺,13290
0810552A,園區之開發,陳昭旭,,366.17,桃園縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,中國石油股份有限公司,,公頃,366.17
0810603A,,陳昭旭,,0,雲林縣,經濟部,-,-,審核修正通過,辦理結案,差異分析報告,經濟部工業局,,,0
0810613A,,陳昭旭,,0,雲林縣,經濟部,-,0901030,審核修正通過,辦理結案,差異分析報告,經濟部工業局,,,0
0810633A,,林佳瑋,,0,雲林縣,經濟部,-,-,審核修正通過,辦理結案,差異分析報告,經濟部工業局,本書件為定稿本,,0
0810642A,風景區之開發,,,0,臺南市,觀光局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,曾文水庫管理局,,,0
0810652A,文教建設之開發,謝志男,,40.7415,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,東雲股份有限公司,,公頃,40.7415
0810661A,其他開發行為,,,0,苗栗縣,,-,-,審查中,完成審查,說明書,泰森化工工業有限公司,,,0
0810678A,,-,0811231,0,新竹縣,內政部,-,-,審核修正通過,辦理結案,其他 (環調),陳竹芋,因資料缺漏，故繳費日期僅供參考,,0
0820011I,其他開發行為,張秀靜,,12.452,南投縣,南投縣政府建設處,0820713,-,有條件通過環境影響評估,辦理結案,說明書,山地工程顧問有限公司,,公頃,12.452
0820011G,醫療建設之開發,蘇君紋,,0,臺中縣,臺中縣政府衛生局,-,-,有條件通過環境影響評估,辦理結案,說明書,台中縣東勢鎮農會,,,0
0820011D,,王宇萱,,0,桃園縣,,1011015,-,審查中,,說明書,新光合成纖維股份有限公司,,,0
0820011A,高爾夫球場之開發,,,12.6446,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,明台育樂股份有限公司,,公頃,12.6446
0820012T,高樓建築,姜樹成,0820101,0.68915,臺中市,都市發展局,-,-,有條件通過環境影響評估,完成審查,評估報告書,中港晶華股份有限公司,定稿本,公頃,0.68915
0820021I,文教建設之開發,張秀靜,,148.2714,南投縣,南投縣政府教育局,0821118,-,有條件通過環境影響評估,辦理結案,說明書,國立暨南大學籌備處,,公頃,148.2714
0820021G,,蘇君紋,,0,臺中縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,,,,0
0820021D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,中國石油股份有限公司,,,
0820021A,高爾夫球場之開發,,,49.8577,苗栗縣,行政院體育委員會,-,-,有條件通過環境影響評估,辦理結案,說明書,大安育樂事業股份有限公司,,公頃,49.8577
0820031D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,,,,
0820031A,文教建設之開發,,,115,高雄市,教育部,-,-,有條件通過環境影響評估,辦理結案,說明書,國立高雄技術學院籌備處,,公頃,115
0820033A,,方偉達,,0,臺灣地區,教育部,-,-,審核修正通過,辦理結案,差異分析報告,國立高雄第一科技大學,,,0
0820041D,新市區建設,周韋儒,0820826,0.157,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,偉城不銹鋼股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,公頃,0.157
0820041A,核能及其他能源之開發,何俊明,,0,高雄市,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,,公里,8
0820052A,大眾捷運系統之開發,,,0,高雄市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,高雄市政府捷運工程局籌備處,,公里,42.7
0820061A,道路之開發,,,,臺灣地區,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,20.6
0820072A,園區之開發,陳文芳,,1031,嘉義縣,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,公頃,1031
0820081A,港灣之開發,,,0,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,,0
0820091A,工廠之設立,,,5,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,財團法人中華顧問工程公司,,公頃,5
0820094A,,郭博鳴,,0,高雄市,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,台灣糖業公司,,,0
0820101A,核能及其他能源之開發,,,,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,,
0820111A,核能及其他能源之開發,,,98,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,公頃,98
0820122A,核能及其他能源之開發,,,0,雲林縣,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,評估報告書,東展、東聯、大連、中國人、台聚、台塑、南亞、台化,,,0
0820141A,環境保護工程之興建,盧柏州,0820101,0,高雄市,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,說明書,上祈企業有限公司,繳費日期僅供參考,公頃,0
0820151A,環境保護工程之興建,,,6,高雄市,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,說明書,榮民工程事業管理處,,公頃,6
0820153A,,陳昭旭,,0,高雄市,經濟部工業局,-,-,審核修正通過,辦理結案,差異分析報告,榮民工程股份有限公司,,,0
0820161A,環境保護工程之興建,,,,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油股份有限公司,,公秉,24
0820163A,,孫維謙,,0,桃園縣,經濟部,-,-,審核修正通過,辦理結案,差異分析報告,中國石油股份有限公司,,,0
0820172A,環境保護工程之興建,曾玟富,,65,臺北市,-,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台北市政府環境保護局,,公頃,65
0820212A,環境保護工程之興建,,,12.4,高雄市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,新竹市政府,,公頃,12.4
0820222A,環境保護工程之興建,,,4.5,臺中市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,新竹市政府,,公頃,4.5
0820228A,,黃雅絢,,0,臺中市,台中縣政府環境保護局,-,-,審核修正通過,辦理結案,其他,台中縣政府(環境保護局),,,0
0820231A,環境保護工程之興建,,,375,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,泰銘實業股份有限公司,,公頃,375
0820234A,,郭博鳴,,0,高雄市,台灣省政府環境保護處,-,-,審核修正通過,辦理結案,變更內容對照表,泰銘實業股份有限公司,,,0
0820242A,遊樂區之開發,徐淑芷,,2844,彰化縣,台灣省政府,-,-,退件/撤銷,辦理結案,評估報告書,台灣省政府住宅及都市發展局,,公頃,2844
0820251A,供水、抽水或引水工程之開發,郭博鳴,,25.96,臺南市,經濟部水利署,-,-,有條件通過環境影響評估,辦理結案,說明書,水利署南區水資源局,,平方公尺,259600
0820261A,新市區建設,?,,11.7124,南投縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,蔡火煌、蔡吳進治、蔡美玲,,平方公尺,117124
0820271A,道路之開發,,,,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,高雄市政府工務局新建工程處,,公尺,6589
0820282A,文教建設之開發,孫維謙,,40,宜蘭縣,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,私立宜江工學院,,公頃,40
0820284A,,林佳瑋,,0,宜蘭縣,教育部,-,-,審核修正通過,辦理結案,變更內容對照表,私立宜江工學院籌備處,,,0
0820292A,文教建設之開發,柳文成,,0,臺北市,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,私立聯華技術學院,,平方公尺,113407
0820301A,新市區建設,,,172.6,苗栗縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,苗栗縣政府,,公頃,172.6
0820311A,新市區建設,,,1669.29,新北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,內政部營建署,,公頃,1669.29
0820322A,新市區建設,,,10.15,新北市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,陳政輝、陳政憲、陳李玉芬、李財源,,公頃,10.15
0820332A,其他開發行為,,,61.4514,新竹市,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,富隆開發股份有限公司,,公頃,61.4514
0820334A,,,,0,新竹市,,-,-,審核修正通過,辦理結案,變更內容對照表,富隆開發股份有限公司,,,0
0820341A,新市區建設,,,37.4284,臺中縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,張淑暖、林清泉、林茹海、洪東邦、林銀波、葉惠容,,公頃,37.4284
0820351A,核能及其他能源之開發,,,0,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,中國石油公司高雄煉油總廠,,,0
0820361A,道路之開發,,,,臺南縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府住宅及都市發展局,,公里,17.3
